day,osr,asr,psr,meanSur,numOff,femalePC,malePC,preference,ornaments,popSize,mateMale,mateFemale,careMale,careFemale,recoMale,recoFemale,juvMale,juvFemale
5965000,0.08241,0.497168,0.652778,0.0135135,1,3.1613,16.141,0,0,4129,93,1291,1491,303,436,448,42,25
5970000,0.0532458,0.495935,0.555556,0.0340909,3,3.15154,16.1908,0,0,4131,89,1325,1452,249,473,474,38,31
5975000,0.0608365,0.500252,0.506329,0.0384615,4,3.2837,16.1257,0,0,4050,101,1240,1430,316,454,428,43,38
5980000,0.0630435,0.499008,0.52381,0.029703,3,3.24496,16.1253,0,0,4119,84,1302,1435,266,494,453,45,40
5985000,0.0828856,0.506694,0.507692,0,0,3.19353,16.04,0,0,4020,94,1176,1468,279,443,498,32,30
5990000,0.0542027,0.497771,0.454545,0.0412371,4,3.17353,16.0071,0,0,4103,86,1235,1470,292,452,500,32,36
5995000,0.0721726,0.496819,0.548387,0,0,3.12064,16.005,0,0,3987,101,1236,1378,287,472,456,33,24
6000000,0.0628698,0.498996,0.541667,0.0344828,3,3.15064,15.8777,0,0,4056,102,1278,1420,260,467,456,38,35
6005000,0.0667161,0.487595,0.445946,0.020202,2,3.12558,15.8457,0,0,3902,99,1245,1332,251,438,464,33,40
6010000,0.0690476,0.511791,0.508475,0.0232558,2,3.19283,15.8324,0,0,4045,81,1182,1482,278,476,488,30,28
6015000,0.0880231,0.509425,0.42623,0.0306122,3,3.06813,15.8976,0,0,4198,79,1266,1558,292,468,472,28,35
6020000,0.0669427,0.495681,0.564103,0.0126582,1,3.08324,15.9444,0,0,4241,95,1351,1491,282,478,469,42,33
6025000,0.0701357,0.498471,0.472973,0.0786517,7,3.05544,16.0969,0,0,4004,86,1260,1435,259,436,453,39,36
6030000,0.0636809,0.482555,0.366667,0.0116279,1,3.06018,16.0759,0,0,3955,100,1334,1364,268,416,415,20,38
6035000,0.0746044,0.504564,0.513514,0.0326087,3,3.10749,16.0102,0,0,4019,112,1219,1437,263,439,472,41,36
6040000,0.0634557,0.501894,0.523077,0.0416667,4,3.18157,16.0626,0,0,4026,104,1214,1442,279,442,479,34,32
6045000,0.0666184,0.493255,0.547945,0.0291262,3,3.14621,16.133,0,0,4001,74,1276,1394,258,469,456,40,34
6050000,0.0578035,0.493223,0.409836,0.0326087,3,3.30153,16.0655,0,0,4046,110,1303,1405,257,452,458,23,38
6055000,0.0649847,0.501504,0.434783,0.0340909,3,3.2766,15.9911,0,0,4060,86,1215,1447,286,466,490,33,37
6060000,0.0592972,0.485939,0.544118,0.0666667,6,3.22485,16.1066,0,0,4016,64,1300,1400,282,455,444,38,33
6065000,0.0607143,0.484673,0.509434,0.037037,3,3.24733,16.0164,0,0,4031,87,1327,1415,285,426,436,29,26
6070000,0.0736059,0.502511,0.514706,0.0178571,2,3.25883,16.0677,0,0,4049,87,1219,1453,303,462,456,36,33
6075000,0.0683696,0.503802,0.553571,0.0434783,5,3.37307,16.1011,0,0,4136,107,1248,1490,295,457,479,34,26
6080000,0.0696692,0.505502,0.644068,0.0560748,6,3.37185,16.1599,0,0,4241,115,1296,1504,295,496,473,37,25
6085000,0.0673077,0.497757,0.533333,0.0416667,4,3.34863,16.1842,0,0,4076,105,1270,1433,304,461,442,32,29
6090000,0.0605602,0.49602,0.491803,0.0487805,4,3.3926,16.1489,0,0,4083,95,1248,1473,307,428,471,31,30
6095000,0.070059,0.496364,0.621212,0.0631579,6,3.32312,16.172,0,0,3918,93,1255,1386,280,431,406,42,25
6100000,0.0571211,0.496541,0.590164,0.0275229,3,3.33258,16.1451,0,0,3963,76,1244,1379,269,482,451,35,27
6105000,0.0577508,0.50175,0.466667,0.0449438,4,3.33678,16.1516,0,0,4062,82,1248,1462,265,463,479,31,32
6110000,0.0672328,0.489968,0.447059,0.0133333,1,3.40097,16.0971,0,0,4120,93,1306,1426,293,459,461,37,45
6115000,0.0825893,0.501217,0.610169,0.0204082,2,3.42507,16.1592,0,0,4164,73,1203,1531,347,451,498,36,25
6120000,0.0888728,0.48377,0.515625,0.0632911,5,3.49613,16.0639,0,0,3880,83,1225,1341,340,420,405,37,29
6125000,0.0620214,0.495062,0.387097,0.0120482,1,3.53292,16.0025,0,0,4010,95,1235,1421,314,438,446,25,36
6130000,0.0781011,0.511154,0.566667,0.0638298,6,3.58885,16.0239,0,0,4232,102,1197,1543,349,484,494,34,29
6135000,0.0680322,0.494321,0.46875,0.0526316,4,3.68279,16.0185,0,0,4114,109,1251,1446,340,445,456,31,36
6140000,0.0581897,0.487627,0.438356,0.00952381,1,3.65483,16.0133,0,0,4195,101,1331,1438,310,472,473,31,39
6145000,0.0734725,0.498898,0.527778,0.0779221,6,3.77722,15.9269,0,0,4161,91,1196,1500,363,450,490,38,33
6150000,0.0593281,0.479872,0.47619,0.032967,3,3.8431,15.9061,0,0,4111,82,1331,1388,341,472,437,30,30
6155000,0.0883036,0.511064,0.5,0.0531915,5,3.8578,15.7753,0,0,4339,80,1184,1588,380,504,511,46,46
6160000,0.0639405,0.492775,0.507042,0.0319149,3,3.81497,15.6275,0,0,4156,86,1262,1446,342,481,468,38,33
6165000,0.082466,0.50948,0.5,0.0574713,5,3.73772,15.6982,0,0,4175,88,1165,1549,346,457,508,32,30
6170000,0.0715867,0.497496,0.472973,0.0217391,2,3.83993,15.6909,0,0,4267,101,1271,1525,369,464,469,31,37
6175000,0.0732946,0.494045,0.493151,0.040404,4,3.78904,15.6638,0,0,4271,85,1288,1487,346,503,494,34,34
6180000,0.0621069,0.500859,0.434783,0.0128205,1,3.76094,15.6369,0,0,4137,92,1209,1466,330,478,494,29,39
6185000,0.0664532,0.510949,0.473684,0.0210526,2,3.67209,15.6172,0,0,4303,104,1185,1593,349,475,542,27,28
6190000,0.0619926,0.498546,0.571429,0.0594059,6,3.74421,15.6089,0,0,4191,107,1283,1450,343,499,443,41,25
6195000,0.064684,0.489205,0.413043,0.0555556,6,3.65972,15.7431,0,0,4126,88,1282,1459,324,447,475,24,27
6200000,0.0695971,0.484221,0.525424,0.0121951,1,3.62619,15.7756,0,0,4109,94,1263,1434,328,435,496,31,28
6205000,0.0649961,0.501601,0.45614,0.04,4,3.68496,15.805,0,0,4117,92,1209,1482,334,462,480,28,30
6210000,0.090708,0.504897,0.492754,0.032967,3,3.7503,15.7869,0,0,4153,114,1201,1471,366,479,455,32,35
6215000,0.0859827,0.498325,0.421053,0.0425532,4,3.73491,15.7717,0,0,4240,97,1245,1519,353,468,500,25,33
6220000,0.0648855,0.508627,0.508197,0.0733945,8,3.69963,15.7725,0,0,4298,111,1224,1514,357,529,499,31,33
6225000,0.0675575,0.500601,0.557377,0,0,3.76151,15.8303,0,0,4214,118,1255,1496,345,467,473,34,26
6230000,0.0711553,0.501243,0.5,0.019802,2,3.69297,15.6732,0,0,4094,101,1204,1425,341,490,460,36,37
6235000,0.0820552,0.508751,0.416667,0.0322581,3,3.69173,15.7049,0,0,4243,83,1204,1541,363,500,482,27,43
6240000,0.0664122,0.501225,0.492754,0.0357143,4,3.58062,15.6659,0,0,4149,73,1242,1474,323,498,471,33,35
6245000,0.0714286,0.493943,0.492308,0.0442478,5,3.57699,15.5395,0,0,4111,103,1271,1389,317,505,458,34,34
6250000,0.0680628,0.492735,0.472727,0.0574713,5,3.51112,15.5872,0,0,4046,82,1259,1410,295,474,470,26,30
6255000,0.0734017,0.506716,0.430769,0.0181818,2,3.45312,15.5983,0,0,4160,98,1173,1504,338,475,507,28,37
6260000,0.0697168,0.49579,0.459016,0.0485437,5,3.38848,15.4989,0,0,4219,108,1285,1463,304,490,505,28,36
6265000,0.0744905,0.484533,0.5,0.0196078,2,3.3345,15.5359,0,0,3997,78,1289,1362,315,473,427,27,26
6270000,0.075565,0.485831,0.542857,0.0309278,3,3.27152,15.5267,0,0,3985,83,1277,1357,309,463,428,37,31
6275000,0.0638298,0.492923,0.59322,0.0421053,4,3.22494,15.5709,0,0,4090,99,1275,1411,302,475,466,36,26
6280000,0.0758468,0.491386,0.485714,0.0107527,1,3.24908,15.5649,0,0,4075,98,1257,1439,322,432,461,32,34
6285000,0.0667172,0.504212,0.552239,0.0319149,3,3.28578,15.6864,0,0,4101,117,1240,1443,299,475,462,37,28
6290000,0.070412,0.496285,0.508475,0.0428571,3,3.29802,15.8086,0,0,4097,91,1242,1500,300,412,492,32,28
6295000,0.0684932,0.485686,0.518519,0.0657895,5,3.31638,15.8187,0,0,4071,90,1303,1433,306,427,455,32,25
6300000,0.0713178,0.507566,0.410714,0.0315789,3,3.3171,15.8463,0,0,4087,77,1183,1475,301,494,501,24,32
6305000,0.0642599,0.496529,0.490566,0.0206186,2,3.25226,15.8892,0,0,4087,106,1313,1429,270,467,449,25,28
6310000,0.0540135,0.493178,0.457627,0,0,3.28301,15.8069,0,0,4014,93,1288,1403,272,457,445,25,31
6315000,0.0644428,0.508148,0.457627,0.0416667,4,3.32238,15.8736,0,0,4107,89,1256,1442,286,523,450,29,32
6320000,0.0678372,0.50379,0.527027,0.0714286,6,3.36168,15.7866,0,0,4034,87,1176,1434,307,474,480,38,38
6325000,0.0729395,0.498771,0.473684,0.0190476,2,3.2853,15.7176,0,0,4143,97,1274,1458,288,476,476,36,38
6330000,0.0644911,0.502317,0.428571,0.0574713,5,3.28175,15.686,0,0,4181,86,1228,1496,295,480,519,32,45
6335000,0.0608951,0.486982,0.375,0.0666667,6,3.33488,15.6412,0,0,4100,94,1302,1391,283,479,485,25,41
6340000,0.0742358,0.497802,0.542373,0.0326087,3,3.33382,15.5565,0,0,4149,92,1268,1456,314,486,475,32,26
6345000,0.0855107,0.505856,0.387097,0.0375,3,3.40883,15.5458,0,0,4075,94,1149,1497,333,438,501,26,37
6350000,0.079282,0.501968,0.530303,0.0206186,2,3.4505,15.4427,0,0,4131,117,1224,1477,324,448,481,32,28
6355000,0.0655148,0.500239,0.545455,0.0606061,6,3.47624,15.3079,0,0,4271,102,1308,1481,346,515,440,43,36
6360000,0.0756098,0.504118,0.545455,0.0210526,2,3.51391,15.1521,0,0,4063,82,1144,1488,354,450,489,31,25
6365000,0.0605839,0.490723,0.56338,0.0309278,3,3.56347,15.1785,0,0,4167,88,1299,1425,331,498,457,39,30
6370000,0.0593354,0.498534,0.526316,0.0125,1,3.60869,15.1698,0,0,4145,100,1214,1445,334,494,503,30,25
6375000,0.0727412,0.50327,0.516667,0.0594059,6,3.50227,15.0739,0,0,4193,86,1224,1472,335,521,491,36,28
6380000,0.076864,0.495752,0.45283,0.00943396,1,3.54577,15.0128,0,0,4053,80,1199,1431,326,473,493,22,29
6385000,0.0801209,0.506758,0.492537,0.040404,4,3.65679,15.0933,0,0,4286,106,1218,1530,349,502,512,34,35
6390000,0.0814121,0.49527,0.383333,0.0491803,6,3.70068,15.1069,0,0,4293,92,1271,1488,361,516,504,26,35
6395000,0.0811024,0.507733,0.491803,0.0408163,4,3.63444,15.0693,0,0,4199,95,1157,1486,363,521,515,31,31
6400000,0.0800654,0.50827,0.487179,0.0333333,3,3.63801,15.0874,0,0,4130,105,1133,1489,355,467,506,37,38
6405000,0.0765588,0.4984,0.576271,0.03125,3,3.6294,15.0781,0,0,4123,98,1192,1457,350,470,497,33,26
6410000,0.0798419,0.504565,0.492063,0.0462963,5,3.6627,15.0637,0,0,4115,109,1150,1457,363,479,492,32,33
6415000,0.083639,0.49859,0.430769,0.0555556,6,3.74942,15.0331,0,0,4322,84,1259,1525,377,512,498,29,38
6420000,0.0784314,0.500846,0.492754,0.0721649,7,3.70461,14.9998,0,0,4208,85,1180,1512,364,473,520,35,39
6425000,0.0775541,0.504019,0.452055,0.0392157,4,3.54159,14.9714,0,0,4304,83,1264,1516,351,532,486,36,36
6430000,0.082632,0.504478,0.544118,0.0224719,2,3.55796,14.8926,0,0,4201,96,1203,1504,338,489,508,34,29
6435000,0.0689655,0.486545,0.526316,0.0285714,3,3.57977,14.9077,0,0,4181,103,1315,1424,345,482,454,28,30
6440000,0.0808157,0.489191,0.5,0.0681818,6,3.64321,15.0178,0,0,4050,97,1184,1407,353,445,496,32,36
6445000,0.0784628,0.504278,0.547945,0.0285714,2,3.54842,15.044,0,0,4048,94,1139,1436,360,475,470,40,34
6450000,0.078327,0.497057,0.522388,0.0277778,3,3.54368,15.0722,0,0,4144,109,1215,1473,343,446,496,31,31
6455000,0.0820552,0.506182,0.462687,0.0240964,2,3.53614,15.0959,0,0,4109,107,1202,1441,307,498,486,31,37
6460000,0.0812883,0.515159,0.516667,0.0192308,2,3.4403,15.1215,0,0,4313,92,1207,1579,370,518,486,33,28
6465000,0.0692996,0.50134,0.43662,0,0,3.40551,15.0855,0,0,4175,96,1254,1477,325,488,467,28,40
6470000,0.0757342,0.502464,0.507042,0.0291262,3,3.45457,15.0608,0,0,4127,103,1193,1459,312,477,512,36,35
6475000,0.0787037,0.501583,0.471429,0.0319149,3,3.48204,15.0836,0,0,4176,111,1183,1464,327,483,538,33,37
6480000,0.0761347,0.488811,0.515152,0.0210526,2,3.30611,15.1873,0,0,4041,91,1243,1381,334,470,461,35,26
6485000,0.0754864,0.501663,0.515625,0.0677966,8,3.33652,15.3031,0,0,3979,97,1185,1372,304,493,460,38,30
6490000,0.0779817,0.499374,0.4,0.020202,2,3.38532,15.3947,0,0,4059,104,1206,1451,314,439,479,28,38
6495000,0.0660445,0.493627,0.565217,0.0731707,6,3.31035,15.3447,0,0,4076,107,1299,1401,289,473,440,35,32
6500000,0.066311,0.502382,0.534483,0.0104167,1,3.27145,15.4235,0,0,4045,104,1232,1412,302,486,451,31,27
6505000,0.0735294,0.508124,0.403509,0.0380952,4,3.30454,15.3696,0,0,4121,96,1184,1490,315,478,500,26,32
6510000,0.0803303,0.497783,0.375,0.0340909,3,3.29927,15.3743,0,0,4120,68,1221,1478,341,474,475,23,40
6515000,0.078905,0.498035,0.483871,0.010989,1,3.27444,15.4449,0,0,3877,65,1150,1387,281,446,487,30,31
6520000,0.0812261,0.50178,0.409836,0.0422535,3,3.22089,15.308,0,0,3993,98,1203,1432,311,444,446,23,36
6525000,0.067557,0.508703,0.376812,0.00970874,1,3.23751,15.3372,0,0,4143,93,1215,1487,294,493,496,25,40
6530000,0.0829976,0.511089,0.482759,0.03125,3,3.25832,15.3025,0,0,4119,81,1139,1537,341,461,507,26,27
6535000,0.0822416,0.493406,0.546875,0.049505,5,3.25037,15.3265,0,0,4086,81,1235,1447,313,458,486,34,32
6540000,0.0787519,0.494141,0.485294,0.0238095,2,3.29892,15.2563,0,0,4078,93,1229,1432,312,456,487,35,34
6545000,0.0887748,0.501238,0.577465,0.039604,4,3.2486,15.3148,0,0,4107,100,1219,1456,312,467,483,41,29
6550000,0.0611321,0.485511,0.486842,0.0421053,4,3.31132,15.2979,0,0,4012,89,1255,1374,281,450,487,35,41
6555000,0.0630915,0.4945,0.472222,0.0196078,2,3.29288,15.2129,0,0,3889,83,1199,1355,273,450,458,35,36
6560000,0.0788881,0.495849,0.424242,0.0105263,1,3.22016,15.2704,0,0,4038,121,1213,1408,309,442,484,25,36
6565000,0.0611154,0.490377,0.5625,0,0,3.16935,15.3452,0,0,3974,89,1239,1369,260,456,487,42,32
6570000,0.0750929,0.490464,0.605263,0.0215054,2,3.22323,15.4305,0,0,3951,103,1235,1370,293,429,449,44,28
6575000,0.0692704,0.500247,0.5,0.0505051,5,3.16545,15.5063,0,0,4110,80,1271,1460,315,483,438,34,29
6580000,0.071835,0.490671,0.415385,0.0606061,6,3.10047,15.416,0,0,4031,98,1315,1391,292,456,414,29,36
6585000,0.0685976,0.498595,0.54386,0.0119048,1,2.98288,15.5069,0,0,3971,75,1236,1393,274,485,452,30,26
6590000,0.0732064,0.494866,0.455696,0.05,4,3.09904,15.5667,0,0,4069,81,1278,1440,284,453,453,38,42
6595000,0.087156,0.511466,0.559322,0.0232558,2,3.14812,15.6143,0,0,4071,100,1175,1488,298,464,488,31,27
6600000,0.0582929,0.491156,0.529412,0.0707071,7,3.12408,15.6249,0,0,4199,99,1360,1429,262,502,475,36,36
6605000,0.0858434,0.507952,0.567568,0.0505051,5,3.13016,15.6611,0,0,4164,120,1197,1504,347,453,466,42,35
6610000,0.0622837,0.492638,0.42623,0.0192308,2,3.15853,15.7762,0,0,4201,96,1363,1431,281,515,458,24,33
6615000,0.0579483,0.507369,0.560606,0.0471698,5,3.12525,15.7505,0,0,4072,99,1226,1443,264,490,482,35,33
6620000,0.0690858,0.48801,0.527778,0.0560748,6,3.10488,15.7817,0,0,3995,83,1302,1347,285,482,420,41,35
6625000,0.0685259,0.501912,0.576271,0.0238095,2,3.13672,15.7726,0,0,3979,76,1192,1426,297,465,463,33,27
6630000,0.0744758,0.495731,0.5,0.0512821,4,3.10205,15.8107,0,0,4047,96,1278,1409,271,470,461,32,30
6635000,0.0552239,0.494262,0.605263,0.0543478,5,3.017,15.8062,0,0,3999,88,1273,1397,251,453,457,47,33
6640000,0.0671533,0.509357,0.473684,0.032967,3,3.0323,15.8076,0,0,4241,103,1271,1536,298,485,471,36,41
6645000,0.0716353,0.491439,0.507042,0.03,3,3.07731,15.8185,0,0,3984,76,1265,1405,281,441,446,38,32
6650000,0.0747863,0.489822,0.491803,0.0561798,5,3.02921,15.8183,0,0,4040,82,1279,1421,287,442,465,32,32
6655000,0.0762963,0.501777,0.544118,0.0238095,2,3.10664,15.8534,0,0,4004,88,1234,1413,264,474,465,37,29
6660000,0.0675676,0.508081,0.551282,0.012987,1,3.15518,15.8386,0,0,4034,98,1197,1469,274,443,479,41,33
6665000,0.0714286,0.504881,0.581818,0.0462963,5,3.17596,15.8297,0,0,4052,83,1199,1471,315,465,462,34,23
6670000,0.0708237,0.502619,0.472222,0.09,9,3.17964,15.7778,0,0,4086,84,1222,1484,299,447,471,37,42
6675000,0.0676968,0.494331,0.45,0.0543478,5,3.25323,15.6934,0,0,4028,97,1272,1432,273,430,460,30,34
6680000,0.0584879,0.48741,0.610169,0.0288462,3,3.26234,15.6944,0,0,4071,121,1333,1407,263,428,461,37,21
6685000,0.0662558,0.503845,0.409091,0.0344828,3,3.18038,15.6776,0,0,4097,95,1245,1491,288,442,469,29,38
6690000,0.0685892,0.500511,0.467742,0.0493827,4,3.23725,15.718,0,0,3979,86,1218,1427,278,446,462,31,31
6695000,0.0741541,0.499757,0.58209,0.0588235,6,3.28773,15.7746,0,0,4174,100,1271,1492,327,462,454,38,30
6700000,0.0661642,0.514026,0.484375,0.0283019,3,3.30094,15.8042,0,0,4024,97,1136,1457,287,482,500,31,34
6705000,0.0656371,0.503336,0.5,0.0117647,1,3.2747,15.8343,0,0,4110,85,1233,1493,304,458,474,32,31
6710000,0.0735736,0.504191,0.483871,0.0697674,6,3.27975,15.9075,0,0,4118,84,1224,1464,312,495,473,33,33
6715000,0.0781476,0.492884,0.485294,0.021978,2,3.28326,15.9173,0,0,4074,96,1252,1436,310,442,469,33,36
6720000,0.0761494,0.492909,0.548387,0.030303,3,3.26881,15.999,0,0,4081,95,1269,1429,296,458,472,34,28
6725000,0.0635036,0.486808,0.506849,0.0987654,8,3.25767,16.0604,0,0,3943,89,1290,1366,280,426,414,39,39
6730000,0.0826508,0.508088,0.434211,0.0227273,2,3.24561,16.1888,0,0,4153,100,1219,1503,308,469,481,31,42
6735000,0.0848986,0.5,0.416667,0.029703,3,3.30409,16.182,0,0,4012,105,1209,1435,301,434,468,26,34
6740000,0.0759027,0.50291,0.440678,0.0243902,2,3.35287,16.1919,0,0,4180,79,1245,1542,324,454,479,24,33
6745000,0.0686131,0.501932,0.545455,0.010101,1,3.32398,16.249,0,0,4204,108,1278,1509,336,460,449,37,27
6750000,0.070903,0.481066,0.555556,0.0645161,6,3.28617,16.3768,0,0,4071,91,1361,1404,293,436,428,31,27
6755000,0.0548341,0.494991,0.439024,0.0487805,4,3.21384,16.3408,0,0,4176,96,1313,1444,274,485,479,38,47
6760000,0.0657343,0.490642,0.591549,0.0114943,1,3.23303,16.4638,0,0,4021,104,1331,1401,281,438,402,36,28
6765000,0.07005,0.493967,0.548387,0.0309278,3,3.15021,16.4301,0,0,4041,83,1294,1467,281,416,440,33,27
6770000,0.0621257,0.503943,0.461538,0.0510204,5,3.1825,16.4421,0,0,4126,90,1248,1503,273,451,494,32,35
6775000,0.058432,0.498368,0.461538,0.0625,6,3.18579,16.4895,0,0,4053,87,1308,1436,264,464,427,29,38
6780000,0.0610039,0.492153,0.5,0.0135135,1,3.18267,16.5452,0,0,3958,71,1238,1434,274,410,462,34,35
6785000,0.06894,0.5,0.507692,0,0,3.19283,16.5534,0,0,4071,94,1258,1464,293,448,452,30,32
6790000,0.0687907,0.488516,0.581818,0.0384615,3,3.17506,16.5344,0,0,3930,76,1271,1414,276,404,433,31,25
6795000,0.0676157,0.491056,0.4625,0.0319149,3,3.173,16.4225,0,0,4052,95,1306,1399,263,455,452,39,43
6800000,0.0701619,0.513798,0.536232,0.0357143,4,3.15051,16.3679,0,0,4053,81,1205,1447,293,519,437,38,33
6805000,0.0537555,0.501372,0.422535,0.0243902,2,3.0893,16.3499,0,0,4076,100,1296,1452,244,457,458,30,39
6810000,0.0889213,0.498975,0.394366,0.0319149,3,2.93786,16.4181,0,0,3975,82,1240,1453,268,412,451,28,41
6815000,0.0682471,0.48971,0.459016,0,0,2.83052,16.4793,0,0,3847,92,1288,1360,248,403,396,27,33
6820000,0.0565627,0.495318,0.394366,0.0679612,7,2.79871,16.4038,0,0,4024,95,1308,1429,230,429,455,34,44
6825000,0.0704545,0.507673,0.47541,0.0422535,3,2.81662,16.4272,0,0,3970,85,1233,1464,242,438,449,27,32
6830000,0.0678211,0.488534,0.46875,0.0454545,4,2.85044,16.3876,0,0,3945,81,1287,1415,251,399,447,32,33
6835000,0.0622711,0.495354,0.5625,0.0941176,8,2.86073,16.395,0,0,3942,99,1296,1411,245,407,413,39,32
6840000,0.0713781,0.503453,0.5,0.038961,3,2.84018,16.404,0,0,4111,99,1301,1506,235,435,479,29,27
6845000,0.0624093,0.496183,0.575758,0.0104167,1,2.78974,16.436,0,0,3995,90,1286,1417,244,443,450,38,27
6850000,0.0818378,0.499113,0.480769,0.0229885,2,2.83746,16.4676,0,0,3999,87,1272,1454,268,431,437,25,25
6855000,0.074361,0.509557,0.516667,0.0659341,6,2.92429,16.5045,0,0,3883,85,1182,1450,254,412,437,32,31
6860000,0.0644699,0.496254,0.476923,0.0117647,1,2.8349,16.478,0,0,3931,91,1292,1385,218,446,434,31,34
6865000,0.0691114,0.499874,0.554054,0.0537634,5,2.75728,16.537,0,0,4050,92,1317,1419,219,476,451,40,36
6870000,0.0739161,0.511798,0.5,0.0638298,6,2.66019,16.6302,0,0,4170,98,1297,1564,254,442,459,30,26
6875000,0.065309,0.489531,0.449275,0.0273973,2,2.62679,16.6179,0,0,3837,77,1306,1366,212,403,406,29,38
6880000,0.0601449,0.49089,0.568966,0.0306122,3,2.68295,16.592,0,0,3848,71,1293,1380,200,408,437,35,24
6885000,0.0679478,0.493123,0.452055,0.0104167,1,2.75952,16.5738,0,0,4071,80,1351,1466,240,427,437,32,38
6890000,0.0623145,0.489567,0.472727,0.0126582,1,2.75079,16.5839,0,0,3792,83,1254,1335,223,413,431,25,28
6895000,0.0631277,0.486224,0.428571,0.0212766,2,2.61459,16.6821,0,0,3866,85,1284,1379,217,390,457,23,31
6900000,0.069734,0.488704,0.523077,0.0430108,4,2.52075,16.6434,0,0,3783,86,1287,1315,196,413,418,37,31
6905000,0.073692,0.501176,0.454545,0.0361446,3,2.48454,16.6597,0,0,3882,78,1239,1445,211,395,459,25,30
6910000,0.0471831,0.49035,0.553846,0.0365854,3,2.51104,16.7526,0,0,3896,88,1349,1354,196,438,408,33,30
6915000,0.0607966,0.478969,0.588235,0.0208333,2,2.60458,16.81,0,0,3753,74,1324,1276,199,417,397,38,28
6920000,0.062103,0.487836,0.546875,0.0138889,1,2.66488,16.6764,0,0,3924,87,1333,1386,212,410,435,33,28
6925000,0.0745712,0.503128,0.5,0.0408163,4,2.69023,16.8499,0,0,3890,74,1238,1431,232,425,436,26,28
6930000,0.0612676,0.491629,0.491525,0.0117647,1,2.72143,16.9417,0,0,3999,83,1338,1443,214,411,450,29,31
6935000,0.0770925,0.49961,0.506667,0.0617284,5,2.85167,16.9313,0,0,3917,83,1252,1410,263,423,408,39,39
6940000,0.0608309,0.486523,0.5,0.0138889,1,2.90746,17.0069,0,0,3782,61,1272,1342,221,403,414,34,35
6945000,0.0648882,0.49987,0.535714,0.0722892,6,2.88707,16.9882,0,0,3914,84,1286,1389,226,452,416,33,28
6950000,0.0614606,0.499361,0.590164,0.0549451,5,2.87443,16.9112,0,0,3974,81,1294,1438,224,441,439,31,26
6955000,0.0570342,0.501689,0.592593,0.0789474,6,2.86527,16.897,0,0,3904,77,1249,1430,232,424,434,34,24
6960000,0.0532544,0.493009,0.589286,0.0722892,6,2.89773,16.9852,0,0,3921,80,1300,1427,240,398,423,33,20
6965000,0.0628159,0.49625,0.567164,0.047619,3,2.96695,17.014,0,0,3934,84,1292,1427,242,409,413,39,28
6970000,0.0606498,0.499749,0.491228,0.025974,2,3.00595,16.9921,0,0,4037,95,1321,1438,249,458,422,27,27
6975000,0.0565903,0.498507,0.490909,0.0246914,2,3.02651,16.9566,0,0,4074,77,1322,1484,251,443,445,27,25
6980000,0.0839642,0.507028,0.470588,0.0555556,6,2.84856,17.0598,0,0,4127,92,1302,1533,272,429,429,33,37
6985000,0.0596264,0.491986,0.55,0.0227273,2,2.89534,17.1141,0,0,3927,83,1312,1391,246,430,404,32,29
6990000,0.0649847,0.508383,0.53125,0.0493827,4,2.89673,17.0723,0,0,3941,86,1224,1445,225,440,454,36,31
6995000,0.0681004,0.49694,0.423729,0.0555556,5,2.95129,16.9056,0,0,3983,100,1290,1431,244,421,442,24,31
7000000,0.0523338,0.496695,0.528571,0.0319149,3,2.97908,16.9043,0,0,4158,93,1353,1476,256,461,449,39,31
7005000,0.0746826,0.501162,0.578125,0.0133333,1,2.88092,16.9463,0,0,3930,94,1217,1460,267,392,443,29,28
7010000,0.0586873,0.501066,0.553571,0,0,2.85594,16.9335,0,0,3804,85,1219,1387,239,410,411,29,24
7015000,0.0638767,0.503046,0.473684,0,0,2.86336,16.9224,0,0,3996,93,1265,1463,228,426,467,27,27
7020000,0.064311,0.47689,0.410256,0.0246914,2,2.68319,16.8271,0,0,3753,89,1321,1280,188,384,417,31,43
7025000,0.0699199,0.503876,0.432836,0.0560748,6,2.6178,16.8316,0,0,3943,86,1260,1401,225,465,435,30,41
7030000,0.0558867,0.504521,0.631579,0.0212766,2,2.59322,16.9333,0,0,3926,96,1294,1409,198,450,424,32,23
7035000,0.0615051,0.494729,0.447368,0.0392157,4,2.62965,16.9788,0,0,3872,88,1296,1362,206,429,416,34,41
7040000,0.0573529,0.500385,0.507937,0.037037,3,2.63166,16.9642,0,0,3961,86,1297,1474,211,391,439,32,31
